ContactID,ApplicationStatusDate,AcademicCurriculum,ApplicationsStatus,AcademicTerm,AcademicYear,FamilyEducationLevel,ApplicationSubmittedDate,CreatedTime,AcademicProgram,AcademicDegree,ClassLevel,CollegeAttend,CommonApp,FAFSAreceivedDate,Population,TransferCredits
945000001087085,2016-01-05,"Social Justice Human",Confirmed,Spring,2016,,"2014-11-12 22:00:00","2017-04-20 11:40:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001087087,2014-05-29,CounClinMntlHlth,Withdrawn,Fall,2014,,"2014-02-13 22:00:00","2017-04-20 11:35:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087089,2016-08-26,"AE Student Dir Comp",Confirmed,Fall,2016,,"2016-08-21 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001087091,2016-01-08,"ED Elementary Ed",Confirmed,Spring,2016,,"2015-12-20 22:00:00","2017-04-20 11:39:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001087093,2015-07-24,CounClinMntlHlth,Withdrawn,Fall,2015,,"2015-04-07 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Post Master's Certification","Post Degree","New Student",,1900-01-00,"Post Masters",NULL
945000001087095,2014-01-10,"ED Secondary Ed",Withdrawn,Spring,2014,,"2013-11-13 22:00:00","2017-04-20 11:33:00","Baccalaureate Limited Residency","Post Bachelor's Certification","Post Degree","New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001087097,2016-06-21,CounClinMntlHlth,"Confirmed Withdrew",Fall,2016,,"2015-04-09 22:00:00","2017-04-20 11:39:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087097,2015-07-02,CounClinMntlHlth,"Confirmed Deferred",Fall,2015,,"2015-04-09 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087099,2014-01-22,"Interdiscipl St SDC",Confirmed,Spring,2014,,"2013-08-18 22:00:00","2017-04-20 11:34:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001087101,2014-08-08,"Social Justice Human",Confirmed,Fall,2014,,"2014-07-29 22:00:00","2017-04-20 11:36:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001087103,2013-07-26,"CPExpres Art Therapy",Confirmed,Spring,2014,,"2013-07-10 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087105,2014-05-06,"HD Psychology",Withdrawn,Fall,2014,,"2013-12-11 22:00:00","2017-04-20 11:34:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"1st Time College Student",NULL
945000001087107,2015-08-04,"ED Early Child Sp Ed",Confirmed,Fall,2015,,"2015-07-27 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Freshman,"New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001087109,2014-12-16,"HD Student Dir Comp",Confirmed,Spring,2015,,"2014-12-04 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","Bachelor of Arts",Sophomore,Returning,,1900-01-00,Readmit,NULL
945000001087111,2015-01-07,"ES Student Dir Comp",Confirmed,Spring,2015,,"2014-12-29 22:00:00","2017-04-20 11:37:00","On Campus Undergraduate","Bachelor of Arts",Junior,Returning,,1900-01-00,Readmit,NULL
945000001087113,2014-07-23,"ES Student Dir Comp",Confirmed,Fall,2014,,"2014-06-26 22:00:00","2017-04-20 11:37:00","On Campus Undergraduate","Bachelor of Arts",Sophomore,"New Student",,1900-01-00,Transfer,NULL
945000001087115,2013-12-05,"EDEarly Childhood Ed",Confirmed,Spring,2014,,"2013-10-07 22:00:00","2017-04-20 11:34:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087117,2015-10-29,"ES Student Dir Comp",Confirmed,Spring,2016,,"2015-09-16 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Graduate,NULL
945000001087119,2015-12-14,"AE Student Dir Comp",Confirmed,Spring,2016,,"2015-12-02 22:00:00","2017-04-20 11:38:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087121,2013-11-22,"CP Adv-Based Psych",Confirmed,Spring,2014,,"2013-09-25 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087123,2014-01-28,"ED Secondary Ed","Verbal Confirm",Spring,2014,,"2013-11-04 22:00:00","2017-04-20 11:34:00","Baccalaureate Limited Residency","BA Teacher Certification",Sophomore,Returning,,1900-01-00,Readmit,NULL
945000001087125,2014-05-09,"AL Student Dir Comp","Withdrawn Admin No Dec",Fall,2014,,"2013-12-03 22:00:00","2017-04-20 11:34:00","On Campus Undergraduate","Bachelor of Arts",Freshman,Returning,,1900-01-00,"Hiatus Transfer",NULL
945000001087125,2014-01-06,"AL Student Dir Comp","Defer No Decision Next Term",Spring,2014,,"2013-12-03 22:00:00","2017-04-20 11:33:00","Baccalaureate On Campus","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087127,2019-01-14,CounClinMntlHlth,Confirmed,Spring,2019,,"2018-11-16 16:38:00","2018-11-16 16:26:00","Masters Limited Residency","Master of Science",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001087127,2016-08-18,CoCplFamThera,Confirmed,Fall,2016,,"2016-08-10 22:00:00","2017-04-20 19:44:00","Masters Limited Residency","Master of Science",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001087129,2014-01-10,"Humanities SDC",Confirmed,Spring,2014,,"2013-12-15 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087131,2018-01-18,"HD Student Dir Comp",Confirmed,Spring,2018,,"2018-01-09 18:53:00","2018-01-09 18:47:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001087131,2016-03-14,"HD Psychology",Confirmed,Summer,2016,,"2016-02-22 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001087133,2016-03-21,"AE Student Dir Comp",Confirmed,Summer,2016,,"2016-02-11 22:00:00","2017-04-20 11:39:00","Baccalaureate Limited Residency","Bachelor of Arts",Sophomore,"New Student",,1900-01-00,Transfer,NULL
945000001087135,2015-06-17,"HD Student Dir Comp",Confirmed,Fall,2015,,"2015-05-05 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,Transfer,NULL
945000001087137,2014-01-06,"AL Literature",Withdrawn,Spring,2014,,"2013-11-04 22:00:00","2017-04-20 11:33:00","Baccalaureate On Campus","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087139,2016-04-25,CounClinMntlHlth,Confirmed,Fall,2016,,"2016-02-08 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087141,2018-01-10,CounMarrCouFamCoun,Confirmed,Spring,2018,,"2017-11-27 16:49:00","2017-10-24 20:29:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087141,2017-08-17,CounClinMntlHlth,Withdrawn,Fall,2017,,"2016-02-17 22:00:00","2017-04-20 11:41:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087141,2016-11-23,CounClinMntlHlth,Withdrawn,Spring,2017,,"2016-02-17 22:00:00","2017-04-20 11:41:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087141,2016-07-13,CounClinMntlHlth,"Deferred Next Term",Fall,2016,,"2016-02-17 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087141,1900-01-00,CounClinMntlHlth,"Not Applied",Spring,2019,,"1900-01-00 00:00:00","2018-11-07 12:58:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087143,2016-12-01,"Arts & Humanities",Confirmed,Spring,2017,,"2016-11-17 22:00:00","2017-04-20 19:45:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001087145,2015-10-06,"CR Student Dir Comp",Confirmed,Fall,2015,,"2015-08-16 22:00:00","2017-04-20 11:38:00","On Campus Undergraduate","Bachelor of Arts",Sophomore,Returning,,1900-01-00,Readmit,NULL
945000001087147,2017-03-20,CounClinMntlHlth,Withdrawn,Fall,2017,,"2016-03-29 22:00:00","2017-04-20 11:42:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087147,2016-05-16,CounClinMntlHlth,"Deferred Before Decision",Fall,2016,,"2016-03-29 22:00:00","2017-04-20 11:39:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087149,2016-09-01,"HD Student Dir Comp","Confirmed Withdrew",Fall,2016,,"2015-08-26 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001087149,2016-04-28,"HD Student Dir Comp","Deferred Next Term",Spring,2016,,"2015-08-26 22:00:00","2017-04-20 11:39:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001087151,2017-04-18,"Arts & Humanities",Confirmed,Fall,2017,,"2017-02-05 22:00:00","2017-04-20 11:42:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087153,2015-06-01,CoCplFamThera,Denied,Fall,2015,,"2015-02-12 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087155,2016-05-19,CounClinMntlHlth,"Withdraw No Decision",Fall,2016,,"2015-08-30 22:00:00","2017-04-20 11:39:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087155,2015-11-09,CounClinMntlHlth,"Defer No Decision Next Term",Spring,2016,,"2015-08-30 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087157,2014-07-24,"ES Student Dir Comp","Confirmed Withdrew",Fall,2014,,"2014-04-14 22:00:00","2017-04-20 19:43:00","Baccalaureate Limited Residency","Bachelor of Arts",Sophomore,"New Student",,1900-01-00,Transfer,NULL
945000001087159,2015-07-17,"ED Secondary Ed",Confirmed,Fall,2015,,"2015-07-08 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Education",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087159,2015-07-09,"ED Student Dir Comp","Confirmed Withdrew",Fall,2015,,"2015-02-01 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087163,2015-12-18,"ED Early Child Sp Ed",Confirmed,Spring,2016,,"2015-12-10 22:00:00","2017-04-20 11:39:00","Baccalaureate Limited Residency","BA Teacher Certification",Senior,Returning,,1900-01-00,Readmit,NULL
945000001087163,2014-08-27,"ED Early Child Sp Ed",Confirmed,Fall,2014,,"2014-08-21 22:00:00","2017-04-20 19:43:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001087163,1900-01-00,"ED Early Child Sp Ed",Incomplete,Summer,2019,,"2019-02-05 14:34:00","2018-06-22 12:33:00","Baccalaureate Limited Residency","Bachelor of Arts",,,,1900-01-00,Transfer,NULL
945000001087165,2014-05-21,"ES Student Dir Comp",Confirmed,Fall,2014,,"2014-02-04 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001087167,2014-07-29,"AE Student Dir Comp",Confirmed,Fall,2014,,"2014-06-26 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087169,2014-08-13,"AE Student Dir Comp",Confirmed,Fall,2014,,"2014-07-29 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Junior,Returning,,1900-01-00,Readmit,NULL
945000001087171,2016-05-09,"Social Justice Human",Confirmed,Summer,2016,,"2015-06-30 22:00:00","2017-04-20 11:40:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001087173,2014-08-07,"AE Student Dir Comp",Confirmed,Fall,2014,,"2014-06-25 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001087175,2014-11-13,"AE Student Dir Comp",Confirmed,Spring,2015,,"2014-02-18 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087175,2014-08-18,"AE Student Dir Comp","Confirmed Deferred",Fall,2014,,"2014-02-18 22:00:00","2017-04-20 11:35:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087177,2018-06-19,"EDEarly Childhood Ed","Withdrawn Administrative",Spring,2018,,"2017-11-29 11:56:00","2017-11-29 11:51:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Readmit,,1900-01-00,Transfer,NULL
945000001087177,2014-04-29,"ED Elementary Ed",Confirmed,Summer,2014,,"2014-04-14 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087179,2016-06-16,"Arts & Humanities",Confirmed,Fall,2016,,"2016-05-16 22:00:00","2017-04-20 19:44:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001087181,2017-11-28,"EDEarly Childhood Ed",Confirmed,Spring,2018,,"2016-10-25 22:00:00","2017-04-20 11:41:00","MEd Low Residency","Master of Education",Graduate,Continuing,,1900-01-00,Graduate,NULL
945000001087183,2015-10-19,"HD Student Dir Comp","Withdrawn Administrative",Spring,2016,,"2015-07-05 22:00:00","2017-04-20 11:38:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,Transfer,NULL
945000001087183,2015-08-19,"HD Student Dir Comp","Deferred Next Term",Fall,2015,,"2015-07-05 22:00:00","2017-04-20 19:43:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,Transfer,NULL
945000001087185,2017-01-09,"ED Student Dir Comp",Confirmed,Spring,2017,,"2016-11-21 22:00:00","2017-04-20 11:41:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087187,2015-06-16,"AE Student Dir Comp",Confirmed,Fall,2015,,"2015-02-09 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087189,2014-01-02,"CPExpres Art Therapy",Confirmed,Spring,2014,,"2013-10-31 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087191,2017-06-22,"ED Secondary Ed","Withdrawn Admin No Dec",Fall,2017,,"2016-12-13 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087193,2014-10-16,"Social Justice Human",Confirmed,Fall,2014,,"2013-05-06 22:00:00","2017-04-20 11:36:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087193,2014-10-16,"Social Justice Human","Deferred Next Year",Summer,2014,,"2013-05-06 22:00:00","2017-04-20 11:36:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001087195,2015-08-27,EduLeaderPrinc,"Confirmed Deferred",Summer,2015,,"2015-02-22 22:00:00","2017-04-20 11:38:00","MEd Low Residency","Master of Education",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087195,2015-05-08,EduLeaderPrinc,Confirmed,Fall,2015,,"2015-02-22 22:00:00","2017-04-20 11:38:00","MEd Low Residency","Master of Education",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087195,2014-10-21,"ED Sustainability Ed","Withdraw No Decision",Fall,2015,,"2014-03-02 22:00:00","2017-04-20 11:37:00","PHD Limited Residency","Doctor of Philosophy",Doctoral,Returning,,1900-01-00,Doctoral,NULL
945000001087195,2014-05-21,"ED Sustainability Ed","Defer No Decision Next Term",Fall,2014,,"2014-03-02 22:00:00","2017-04-20 11:36:00","PHD Limited Residency","Doctor of Philosophy",Doctoral,"New Student",,1900-01-00,Doctoral,NULL
945000001087197,2017-02-03,"ED Elementary Ed",Confirmed,Summer,2017,,"2017-01-03 22:00:00","2017-04-20 19:45:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Sophomore,"New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001087199,2014-04-14,"ED Student Dir Comp","Withdrawn Admin No Dec",Summer,2014,,"2013-12-15 22:00:00","2017-04-20 11:34:00","Baccalaureate Limited Residency","Bachelor of Arts",,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087199,2014-01-15,"ED Student Dir Comp","Defer No Decision Next Term",Spring,2014,,"2013-12-15 22:00:00","2017-04-20 11:33:00","Baccalaureate Limited Residency","Bachelor of Arts",,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087201,2014-12-17,"EDEarly Childhood Ed","Withdrawn Admin No Dec",Spring,2015,,"2014-08-06 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001087203,2015-04-29,CounClinMntlHlth,Denied,Fall,2015,,"2014-11-11 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,Returning,,1900-01-00,Graduate,NULL
945000001087203,2015-01-08,CounClinMntlHlth,"Defer No Decision Next Term",Spring,2015,,"2014-11-11 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001087205,2016-06-08,"ED Elementary Ed",Confirmed,Fall,2016,,"2016-03-15 22:00:00","2017-04-20 19:45:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Junior,Returning,,1900-01-00,"Post Baccalaureate",NULL
945000001087205,2014-01-02,"ED Elementary Ed",Confirmed,Spring,2014,,"2013-09-16 22:00:00","2017-04-20 11:33:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Sophomore,Returning,,1900-01-00,"Post Baccalaureate",NULL
945000001087207,2015-02-02,CounClinMntlHlth,Confirmed,Spring,2015,,"2015-02-01 22:00:00","2017-04-20 11:36:00","Masters Limited Residency",Nondegree,Graduate,"New Student",,1900-01-00,"Post Masters",NULL
945000001087209,2014-01-23,"ED Secondary Ed",Confirmed,Spring,2014,,"2014-01-15 22:00:00","2017-04-20 11:34:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001087211,2018-05-18,"Arts & Humanities",Confirmed,Fall,2018,,"2018-05-03 21:07:00","2018-05-02 11:07:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087211,2014-04-29,"HD Student Dir Comp",Confirmed,Summer,2014,,"2014-04-15 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001087213,2013-11-05,"EDEarly Childhood Ed",Confirmed,Spring,2014,,"2013-09-29 22:00:00","2017-04-20 11:34:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Freshman,"New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001087215,2013-11-25,ESConservationBiolog,"Withdrawn Admin No Dec",Spring,2014,,"2013-10-02 22:00:00","2017-04-20 11:33:00","Baccalaureate On Campus","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087217,2014-07-24,"Humanities SDC",Denied,Fall,2014,,"2014-07-07 22:00:00","2017-04-20 11:35:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087219,2017-05-10,EDSpEd-Mild-Mod,Confirmed,Summer,2017,,"2017-05-03 11:36:00","2017-05-03 11:12:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001087219,2015-12-07,EDSpEd-Mild-Mod,Confirmed,Spring,2016,,"2015-11-08 22:00:00","2017-04-20 11:38:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Freshman,"New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001087221,2015-12-03,"EDEarly Childhood Ed",Confirmed,Spring,2016,,"2015-07-09 22:00:00","2017-04-20 11:38:00","Baccalaureate Limited Residency","BA Teacher Certification",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087221,2015-08-06,"EDEarly Childhood Ed","Deferred Next Term",Fall,2015,,"2015-07-09 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","BA Teacher Certification",Senior,"New Student",,1900-01-00,Transfer,NULL
945000001087223,2015-12-11,"HD Psychology",Withdrawn,Spring,2016,,"2015-09-02 22:00:00","2017-04-20 11:38:00","On Campus Undergraduate","Bachelor of Arts",Junior,"New Student",,1900-01-00,Transfer,NULL
945000001087225,2015-08-12,"ES Student Dir Comp",Confirmed,Fall,2015,,"2015-08-09 22:00:00","2017-04-20 11:38:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001087227,2014-07-01,"Social Justice Human","Withdrawn Administrative",Fall,2014,,"2014-03-26 22:00:00","2017-04-20 11:35:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087229,2015-07-07,"ED Secondary Ed",Confirmed,Fall,2015,,"2015-06-01 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","BA Teacher Certification",Junior,"New Student",,1900-01-00,Transfer,NULL
945000001087231,2017-06-27,"CR Student Dir Comp",Confirmed,Fall,2017,,"2017-05-12 09:57:00","2017-04-27 09:18:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,Returning,,1900-01-00,Transfer,NULL
945000001087231,2015-05-11,"ES Student Dir Comp",Confirmed,Fall,2015,,"2014-12-03 22:00:00","2017-04-20 11:37:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001087231,2014-12-11,"ES Student Dir Comp","Defer No Decision Next Term",Spring,2015,,"2014-12-03 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001087233,2015-07-29,"AE Student Dir Comp","Withdrawn Admin No Dec",Fall,2015,,"2015-02-25 22:00:00","2017-04-20 11:37:00","On Campus Undergraduate","Bachelor of Arts",,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087235,2015-01-21,CounClinMntlHlth,"Withdraw No Decision",Fall,2015,,"2015-01-10 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087237,2014-10-23,"Sustain Com Dev SDC",Confirmed,Spring,2015,,"2014-09-22 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087239,2015-08-03,"ED Secondary Ed",Confirmed,Fall,2015,,"2014-10-30 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Education",Graduate,Continuing,,1900-01-00,Accelerated,NULL
945000001087241,2014-12-16,"ES Student Dir Comp",Confirmed,Spring,2015,,"2014-12-02 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","Bachelor of Arts",Sophomore,Returning,,1900-01-00,Readmit,NULL
945000001087243,2017-08-22,"HD Student Dir Comp",Confirmed,Fall,2017,,"2017-08-04 16:57:00","2017-08-04 16:47:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,Transfer,40
945000001087243,2014-01-14,"Humanities SDC","Withdrawn Admin No Dec",Spring,2014,,"2013-11-13 22:00:00","2017-04-20 11:33:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001087245,2014-09-11,"Human Services SDC",Confirmed,Fall,2014,,"2014-09-02 22:00:00","2017-04-20 19:43:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001087247,2015-03-23,CounClinMntlHlth,Confirmed,Fall,2015,,"2014-06-12 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087247,2015-03-06,CounClinMntlHlth,"Deferred Next Term",Spring,2015,,"2014-06-12 22:00:00","2017-04-21 08:32:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087247,2014-08-13,CounClinMntlHlth,"Deferred Next Term",Fall,2014,,"2014-06-12 22:00:00","2017-04-20 11:35:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087249,2014-08-26,"AE Student Dir Comp","Confirmed Withdrew",Fall,2014,,"2014-04-29 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087251,2014-05-12,"EDEarly Childhood Ed","Verbal Confirm",Summer,2014,,"2013-11-05 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087251,2014-01-21,"EDEarly Childhood Ed","Deferred Next Term",Spring,2014,,"2013-11-05 22:00:00","2017-04-20 11:33:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001087253,2014-05-15,"ES Student Dir Comp","Withdrawn Admin No Dec",Fall,2014,,"2014-01-09 22:00:00","2017-04-20 11:34:00","On Campus Undergraduate","Bachelor of Arts",,"New Student",,1900-01-00,"Hiatus 1st Time Coll Student",NULL
945000001087255,2014-12-08,"AE Student Dir Comp",Confirmed,Spring,2015,,"2014-11-09 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001087257,2015-05-18,CounClinMntlHlth,Confirmed,Fall,2015,,"2015-01-08 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
